title,make,model,year,mileage_km,price_usd,fuel,gearbox,city,listing_date,url
Opel Astra 1999,Opel,Astra,1999,346000,1600,Бензин,Ручна / Механіка,Ужгород,2026-06-16,https://auto.ria.com/uk/auto_opel_astra_39842943.html
Jeep Grand Cherokee 2021,Jeep,Grand,2021,70000,33621,Дизель,Автомат,Київ,,https://auto.ria.com/uk/auto_jeep_grand-cherokee_40082734.html
Ford Focus 2022,Ford,Focus,2022,191000,16500,Дизель,Автомат,Свалява,2026-06-29,https://auto.ria.com/uk/auto_ford_focus_40057456.html
Nissan Rogue 2020,Nissan,Rogue,2020,84000,21499,Бензин,Варіатор,Дніпро (Дніпропетровськ),2026-06-28,https://auto.ria.com/uk/auto_nissan_rogue_40079575.html
Dodge Dart 2016,Dodge,Dart,2016,152000,7900,Бензин,Автомат,Одеса,,https://auto.ria.com/uk/auto_dodge_dart_40040004.html
Volkswagen Golf 2011,Volkswagen,Golf,2011,267000,7700,Дизель,Автомат,Свалява,2026-06-25,https://auto.ria.com/uk/auto_volkswagen_golf_40068062.html
Lexus NX 2015,Lexus,NX,2015,140000,20500,Бензин,Автомат,Київ,2026-06-24,https://auto.ria.com/uk/auto_lexus_nx_40049354.html
Audi A7 Sportback 2011,Audi,A7,2011,185000,22000,Бензин,Автомат,Миколаїв (Миколаївська),2026-06-19,https://auto.ria.com/uk/auto_audi_a7-sportback_39904368.html
Jeep Compass 2020,Jeep,Compass,2020,79000,17600,Бензин,Автомат,Харків,2026-06-17,https://auto.ria.com/uk/auto_jeep_compass_40028344.html
Mercedes-Benz GLE-Class 2018,Mercedes-Benz,GLE-Class,2018,109000,38900,Бензин,Автомат,Одеса,2026-06-29,https://auto.ria.com/uk/auto_mercedes-benz_gle-class_40082626.html
Ford Focus 2012,Ford,Focus,2012,132000,5500,Бензин,Ручна / Механіка,Кам'янець-Подільський,2026-06-29,https://auto.ria.com/uk/auto_ford_focus_39847883.html
Mercedes-Benz C-Class 2018,Mercedes-Benz,C-Class,2018,42000,26500,Бензин,Автомат,Київ,2026-06-27,https://auto.ria.com/uk/auto_mercedes-benz_c-class_40057357.html
Nissan Rogue 2024,Nissan,Rogue,2024,29000,26500,Бензин,Автомат,Вінниця,2026-06-26,https://auto.ria.com/uk/auto_nissan_rogue_39962616.html
Skoda Kodiaq 2022,Skoda,Kodiaq,2022,55000,37900,Бензин,Робот,Кривий Ріг,2026-06-25,https://auto.ria.com/uk/auto_skoda_kodiaq_40067946.html
Volkswagen Golf 2003,Volkswagen,Golf,2003,215000,4699,Бензин,Ручна / Механіка,Рокитне (Рівненська),2026-06-25,https://auto.ria.com/uk/auto_volkswagen_golf_40064764.html
Jeep Grand Cherokee 2023,Jeep,Grand,2023,14000,42999,Гібрид,Автомат,Вінниця,2026-06-19,https://auto.ria.com/uk/auto_jeep_grand-cherokee_40041937.html
Mercedes-Benz E-Class 2018,Mercedes-Benz,E-Class,2018,195000,32500,Дизель,Автомат,Рівне (Рівненська),2026-06-19,https://auto.ria.com/uk/auto_mercedes-benz_e-class_40038808.html
Mercedes-Benz C-Class 2020,Mercedes-Benz,C-Class,2020,120000,33500,Дизель,Автомат,Вінниця,2026-06-16,https://auto.ria.com/uk/auto_mercedes-benz_c-class_40027538.html
Mercedes-Benz E-Class 2018,Mercedes-Benz,E-Class,2018,50000,31500,Дизель,Автомат,Київ,2026-06-12,https://auto.ria.com/uk/auto_mercedes-benz_e-class_39622222.html
Mercedes-Benz GLE-Class 2015,Mercedes-Benz,GLE-Class,2015,195000,23999,Дизель,Автомат,Ірпінь,2026-06-09,https://auto.ria.com/uk/auto_mercedes-benz_gle-class_39854950.html
BMW X5 2015,BMW,X5,2015,183000,29000,Дизель,Автомат,Кам'янське (Дніпродзержинськ),,https://auto.ria.com/uk/auto_bmw_x5_39963094.html
Audi A7 Sportback 2018,Audi,A7,2018,24000,32999,Бензин,Типтронік,Київ,2026-06-29,https://auto.ria.com/uk/auto_audi_a7-sportback_39546893.html
Skoda Kodiaq 2021,Skoda,Kodiaq,2021,138000,35699,Дизель,Автомат,Луцьк,2026-06-28,https://auto.ria.com/uk/auto_skoda_kodiaq_40070994.html
Audi A7 Sportback 2010,Audi,A7,2010,270000,18700,Дизель,Автомат,Чернівці (Чернівецька),2026-06-27,https://auto.ria.com/uk/auto_audi_a7-sportback_40077632.html
Volkswagen Passat 2021,Volkswagen,Passat,2021,180000,20999,Дизель,Автомат,Дрогобич,2026-06-26,https://auto.ria.com/uk/auto_volkswagen_passat_40069132.html
Citroen C5 Aircross 2019,Citroen,C5,2019,143000,19590,Дизель,Автомат,Київ,,https://auto.ria.com/uk/auto_citroen_c5-aircross_40034313.html
Skoda Superb 2018,Skoda,Superb,2018,260000,19250,Дизель,Автомат,Дрогобич,2026-06-26,https://auto.ria.com/uk/auto_skoda_superb_40069123.html
Nissan Rogue 2017,Nissan,Rogue,2017,192000,13500,Бензин,Варіатор,Ірпінь,2026-06-24,https://auto.ria.com/uk/auto_nissan_rogue_39979621.html
BMW X5 2016,BMW,X5,2016,180000,29500,Дизель,Автомат,Вінниця,2026-06-23,https://auto.ria.com/uk/auto_bmw_x5_40058399.html
Volkswagen Golf 2013,Volkswagen,Golf,2013,182000,14000,Бензин,Автомат,Луцьк,2026-06-22,https://auto.ria.com/uk/auto_volkswagen_golf_40051679.html
Jeep Grand Cherokee 2022,Jeep,Grand,2022,100000,37000,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_jeep_grand-cherokee_39944016.html
Ford Focus 2013,Ford,Focus,2013,162000,8500,Бензин,Ручна / Механіка,Сокиряни,,https://auto.ria.com/uk/auto_ford_focus_28756107.html
Porsche Cayman 2011,Porsche,Cayman,2011,69000,47500,Бензин,Автомат,Київ,2026-06-29,https://auto.ria.com/uk/auto_porsche_cayman_39939721.html
BMW 5 Series 2017,BMW,5,2017,168000,29500,Бензин,Автомат,Київ,2026-06-29,https://auto.ria.com/uk/auto_bmw_5-series_40080977.html
Skoda Kodiaq 2022,Skoda,Kodiaq,2022,129000,33999,Дизель,Автомат,Луцьк,2026-06-28,https://auto.ria.com/uk/auto_skoda_kodiaq_39980167.html
Mercedes-Benz B-Class 2007,Mercedes-Benz,B-Class,2007,258000,6700,Бензин,Автомат,Хмельницький,2026-06-29,https://auto.ria.com/uk/auto_mercedes-benz_b-class_40068792.html
Audi A7 Sportback 2017,Audi,A7,2017,260000,18000,Бензин,Автомат,Кременчук,2026-06-26,https://auto.ria.com/uk/auto_audi_a7-sportback_39808112.html
Jeep Cherokee 2019,Jeep,Cherokee,2019,140000,14250,Бензин,Автомат,Дрогобич,2026-06-26,https://auto.ria.com/uk/auto_jeep_cherokee_40071258.html
Jeep Grand Cherokee 2017,Jeep,Grand,2017,212000,42500,Бензин,Автомат,Бар,2026-06-26,https://auto.ria.com/uk/auto_jeep_grand-cherokee_40069595.html
Peugeot 3008 2013,Peugeot,3008,2013,80000,8400,Дизель,Робот,Харків,2026-06-26,https://auto.ria.com/uk/auto_peugeot_3008_39842212.html
Land Rover Range Rover Sport 2023,Land,Rover,2023,39000,100000,Бензин,Автомат,Одеса,2026-06-24,https://auto.ria.com/uk/auto_land-rover_range-rover-sport_40061424.html
BMW 3 Series 2016,BMW,3,2016,150000,15300,Бензин,Автомат,Київ,2026-06-20,https://auto.ria.com/uk/auto_bmw_3-series_40042988.html
Mercedes-Benz GLE-Class 2017,Mercedes-Benz,GLE-Class,2017,111000,38999,Дизель,Автомат,Одеса,2026-06-18,https://auto.ria.com/uk/auto_mercedes-benz_gle-class_40034608.html
BMW 4 Series 2016,BMW,4,2016,127000,19000,Бензин,Автомат,Київ,2026-06-17,https://auto.ria.com/uk/auto_bmw_4-series_39856967.html
Ford Fusion 2018,Ford,Fusion,2018,124000,22500,Гібрид,,Одеса,2026-06-11,https://auto.ria.com/uk/auto_ford_fusion_40004494.html
Volkswagen Golf 2014,Volkswagen,Golf,2014,98000,11590,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_volkswagen_golf_39970114.html
Toyota Land Cruiser Prado 2013,Toyota,Land,2013,285000,23500,Дизель,Автомат,Київ,2026-06-06,https://auto.ria.com/uk/auto_toyota_land-cruiser-prado_39450709.html
Mercedes-Benz S-Class 2014,Mercedes-Benz,S-Class,2014,225000,35900,Дизель,,Київ,,https://auto.ria.com/uk/auto_mercedes-benz_s-class_39827304.html
Skoda Octavia 2019,Skoda,Octavia,2019,223000,16300,Дизель,Автомат,Стрий,,https://auto.ria.com/uk/auto_skoda_octavia_40082776.html
Volkswagen Passat Alltrack 2021,Volkswagen,Passat,2021,209000,25900,Дизель,Автомат,Стрий,2026-06-29,https://auto.ria.com/uk/auto_volkswagen_passat-alltrack_40031450.html
Peugeot 3008 2013,Peugeot,3008,2013,258000,8500,Гібрид,Робот,Київ,2026-06-28,https://auto.ria.com/uk/auto_peugeot_3008_39666504.html
Hyundai Tucson 2020,Hyundai,Tucson,2020,86000,17400,Бензин,Ручна / Механіка,Рівне (Рівненська),2026-06-27,https://auto.ria.com/uk/auto_hyundai_tucson_40077714.html
Audi A7 Sportback 2016,Audi,A7,2016,111000,12900,Бензин,Автомат,Харків,2026-06-25,https://auto.ria.com/uk/auto_audi_a7-sportback_40065257.html
Toyota Highlander 2011,Toyota,Highlander,2011,290000,16000,Бензин,Автомат,Верхньодніпровськ,2026-06-24,https://auto.ria.com/uk/auto_toyota_highlander_34104602.html
Ford Fusion 2019,Ford,Fusion,2019,220000,15888,Гібрид,Варіатор,Одеса,2026-06-17,https://auto.ria.com/uk/auto_ford_fusion_39893315.html
Volkswagen Transporter 2016,Volkswagen,Transporter,2016,270000,23000,Дизель,Автомат,Хуст,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_transporter_40022580.html
BMW 4 Series 2016,BMW,4,2016,137000,19495,Бензин,Автомат,Київ,2026-06-13,https://auto.ria.com/uk/auto_bmw_4-series_40013335.html
Audi Q7 2018,Audi,Q7,2018,251000,34999,Дизель,Автомат,Київ,2026-06-29,https://auto.ria.com/uk/auto_audi_q7_39944980.html
Volkswagen Jetta 2011,Volkswagen,Jetta,2011,329000,7300,Дизель,Автомат,Львів (Львівська),2026-06-29,https://auto.ria.com/uk/auto_volkswagen_jetta_40080757.html
Hyundai Tucson 2016,Hyundai,Tucson,2016,82000,13500,Бензин,Автомат,Дрогобич,2026-06-28,https://auto.ria.com/uk/auto_hyundai_tucson_40019195.html
BMW 3 Series 2019,BMW,3,2019,119000,29100,Бензин,Автомат,Вінниця,2026-06-28,https://auto.ria.com/uk/auto_bmw_3-series_40078908.html
Volkswagen Transporter 2017,Volkswagen,Transporter,2017,300000,19999,Дизель,Автомат,Львів (Львівська),2026-06-28,https://auto.ria.com/uk/auto_volkswagen_transporter_39564632.html
Volkswagen Tiguan 2012,Volkswagen,Tiguan,2012,250000,15800,Дизель,Автомат,Львів (Львівська),2026-06-27,https://auto.ria.com/uk/auto_volkswagen_tiguan_39804358.html
Volkswagen Passat 2017,Volkswagen,Passat,2017,278000,14500,Дизель,Автомат,Івано-Франківськ,2026-06-27,https://auto.ria.com/uk/auto_volkswagen_passat_39415877.html
Volkswagen Tiguan 2017,Volkswagen,Tiguan,2017,147000,15300,Бензин,Автомат,Дрогобич,2026-06-27,https://auto.ria.com/uk/auto_volkswagen_tiguan_39974142.html
BMW 4 Series 2015,BMW,4,2015,161000,16000,Бензин,Типтронік,Умань,2026-06-27,https://auto.ria.com/uk/auto_bmw_4-series_40049109.html
Skoda Roomster 2007,Skoda,Roomster,2007,215000,5990,Бензин,Автомат,Київ,2026-06-29,https://auto.ria.com/uk/auto_skoda_roomster_39703633.html
Ford Kuga 2011,Ford,Kuga,2011,92000,11800,Дизель,Автомат,Дніпро (Дніпропетровськ),2026-06-27,https://auto.ria.com/uk/auto_ford_kuga_40073786.html
Mercedes-Benz E-Class 2011,Mercedes-Benz,E-Class,2011,235000,12299,Бензин,Автомат,Умань,2026-06-26,https://auto.ria.com/uk/auto_mercedes-benz_e-class_40070150.html
Audi Q3 2014,Audi,Q3,2014,237000,14300,Бензин,Автомат,Костопіль,2026-06-25,https://auto.ria.com/uk/auto_audi_q3_40067659.html
Audi A7 Sportback 2012,Audi,A7,2012,312000,15900,Дизель,Автомат,Кам'янець-Подільський,2026-06-25,https://auto.ria.com/uk/auto_audi_a7-sportback_39566119.html
BMW i7 2023,BMW,i7,2023,1000,93000,Електро,,Луцьк,2026-06-24,https://auto.ria.com/uk/auto_bmw_i7_40054802.html
Tesla Model Y 2025,Tesla,Model,2025,29000,25000,Електро,,Луцьк,2026-06-23,https://auto.ria.com/uk/auto_tesla_model-y_40059304.html
BMW X5 2022,BMW,X5,2022,57000,90000,Бензин,Автомат,Київ,2026-06-19,https://auto.ria.com/uk/auto_bmw_x5_40038764.html
Toyota Highlander 2016,Toyota,Highlander,2016,215000,21150,Бензин,Автомат,Вознесенськ,2026-06-18,https://auto.ria.com/uk/auto_toyota_highlander_39757513.html
Mercedes-Benz C-Class 2009,Mercedes-Benz,C-Class,2009,190000,8990,Бензин,Автомат,Рівне (Рівненська),2026-06-16,https://auto.ria.com/uk/auto_mercedes-benz_c-class_39886461.html
Mercedes-Benz E-Class 2015,Mercedes-Benz,E-Class,2015,329000,15200,Дизель,Автомат,Київ,2026-06-12,https://auto.ria.com/uk/auto_mercedes-benz_e-class_40007842.html
Mercedes-Benz EQC 2020,Mercedes-Benz,EQC,2020,93000,33500,Електро,,Київ,2026-06-11,https://auto.ria.com/uk/auto_mercedes-benz_eqc_39865210.html
Ford Fusion 2017,Ford,Fusion,2017,98000,17500,Гібрид,Автомат,Харків,2026-06-07,https://auto.ria.com/uk/auto_ford_fusion_39985533.html
Mercedes-Benz S-Class 1998,Mercedes-Benz,S-Class,1998,354000,10700,Бензин,Автомат,Харків,2026-06-06,https://auto.ria.com/uk/auto_mercedes-benz_s-class_39451283.html
Lexus RX 2007,Lexus,RX,2007,273000,9999,Бензин,Автомат,Львів (Львівська),,https://auto.ria.com/uk/auto_lexus_rx_39817811.html
Mercedes-Benz C-Class 2008,Mercedes-Benz,C-Class,2008,284000,8300,Бензин,Автомат,Рівне (Рівненська),,https://auto.ria.com/uk/auto_mercedes-benz_c-class_39346346.html
Renault Fluence 2013,Renault,Fluence,2013,229000,6900,Бензин,Ручна / Механіка,Київ,,https://auto.ria.com/uk/auto_renault_fluence_39112038.html
BMW M5 2025,BMW,M5,2025,1000,175500,Гібрид,Автомат,Київ,2026-06-29,https://auto.ria.com/uk/auto_bmw_m5_39455627.html
Skoda Octavia 2016,Skoda,Octavia,2016,268000,14500,Дизель,Автомат,Дрогобич,2026-06-29,https://auto.ria.com/uk/auto_skoda_octavia_39945112.html
Volkswagen Jetta 2011,Volkswagen,Jetta,2011,141000,9300,Бензин,Автомат,Одеса,2026-06-29,https://auto.ria.com/uk/auto_volkswagen_jetta_40080427.html
Kia Sportage 2011,Kia,Sportage,2011,240000,13400,Дизель,Автомат,Хмельницький,2026-06-28,https://auto.ria.com/uk/auto_kia_sportage_40026813.html
Hyundai Tucson 2019,Hyundai,Tucson,2019,104000,19490,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_hyundai_tucson_39622940.html
Tesla Model Y 2020,Tesla,Model,2020,149000,19688,Електро,,Київ,2026-06-27,https://auto.ria.com/uk/auto_tesla_model-y_39362172.html
Jeep Cherokee 2019,Jeep,Cherokee,2019,94000,18800,Бензин,Автомат,Бровари,2026-06-26,https://auto.ria.com/uk/auto_jeep_cherokee_39955213.html
Toyota Camry 2013,Toyota,Camry,2013,272000,10599,Бензин,Автомат,Київ,2026-06-25,https://auto.ria.com/uk/auto_toyota_camry_35766777.html
Skoda Kodiaq 2019,Skoda,Kodiaq,2019,216000,33100,Дизель,Автомат,Київ,2026-06-25,https://auto.ria.com/uk/auto_skoda_kodiaq_39749421.html
Kia Sorento 2010,Kia,Sorento,2010,120000,8500,Бензин,Автомат,Одеса,2026-06-25,https://auto.ria.com/uk/auto_kia_sorento_39922139.html
Opel Zafira Life 2021,Opel,Zafira,2021,16000,23500,Дизель,Ручна / Механіка,Івано-Франківськ,2026-06-25,https://auto.ria.com/uk/auto_opel_zafira-life_40066008.html
Hyundai Kona 2020,Hyundai,Kona,2020,106000,18800,Електро,Автомат,Житомир,2026-06-24,https://auto.ria.com/uk/auto_hyundai_kona_40063540.html
Mercedes-Benz S-Class 2019,Mercedes-Benz,S-Class,2019,140000,39999,Бензин,Автомат,Київ,2026-06-24,https://auto.ria.com/uk/auto_mercedes-benz_s-class_39954881.html
Audi A4 2015,Audi,A4,2015,110000,12900,Бензин,Автомат,Івано-Франківськ,2026-06-24,https://auto.ria.com/uk/auto_audi_a4_39923626.html
Volkswagen Transporter 2021,Volkswagen,Transporter,2021,151000,32000,Дизель,Автомат,Київ,2026-06-16,https://auto.ria.com/uk/auto_volkswagen_transporter_40026483.html
Toyota Highlander 2015,Toyota,Highlander,2015,173000,18759,Бензин,Автомат,Бібрка,2026-06-15,https://auto.ria.com/uk/auto_toyota_highlander_39885505.html
Ford Fusion 2014,Ford,Fusion,2014,214000,9800,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_ford_fusion_39432308.html
BMW X5 2022,BMW,X5,2022,70000,72499,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_bmw_x5_39617147.html
Audi A4 2019,Audi,A4,2019,68000,24999,Бензин,Автомат,Івано-Франківськ,2026-06-29,https://auto.ria.com/uk/auto_audi_a4_40029648.html
Mercedes-Benz Viano 2011,Mercedes-Benz,Viano,2011,325000,17500,Дизель,Автомат,Харків,2026-06-28,https://auto.ria.com/uk/auto_mercedes-benz_viano_40015735.html
Jeep Compass 2022,Jeep,Compass,2022,120000,15800,Бензин,Автомат,Полтава,2026-06-28,https://auto.ria.com/uk/auto_jeep_compass_40078436.html
Volkswagen Touran 2021,Volkswagen,Touran,2021,216000,23100,Дизель,Автомат,Свалява,2026-06-28,https://auto.ria.com/uk/auto_volkswagen_touran_39948248.html
Mercedes-Benz CLS-Class 2012,Mercedes-Benz,CLS-Class,2012,215000,18500,Дизель,Автомат,Івано-Франківськ,2026-06-28,https://auto.ria.com/uk/auto_mercedes-benz_cls-class_40078030.html
Mercedes-Benz E-Class 2014,Mercedes-Benz,E-Class,2014,210000,16200,Бензин,Автомат,Київ,2026-06-27,https://auto.ria.com/uk/auto_mercedes-benz_e-class_40073768.html
Volkswagen Polo 2006,Volkswagen,Polo,2006,306000,4990,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_volkswagen_polo_39964977.html
